,age,weight,height,gender,activity,kcal,breakfast,breakfast_kcal,lunch,lunch_kcal,dinner,dinner_kcal,total_kcal,workout,workout_kcal,label
2022-06-08 22:20:03.210235,23,75,176,male,heavy,3001.5,"MCDONALD'S,NEWMAN'S OWN CREAMY CAESAR DRSNG",319,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,STOMACH,RAW",159,"FISH,TILAPIA,CKD,DRY HEAT",128,606,Washing Dishes/Ironing,180.0,0
2022-06-09 22:20:03.210235,23,75,176,male,light,2392.5,"CEREALS RTE,GENERAL MILLS CORN CHEX",370,"FAST FOODS,BURRITO,W/BNS",206,"SWEET ROLLS,CHEESE",360,936,Raking Leaves,315.00000000000006,0
2022-06-10 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"LOMA LINDA REDI-BURGER,CND,UNPREP",146,"ELDERBERRIES,RAW",73,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG",469,688,Sleeping,90.0,0
2022-06-11 22:20:03.210235,23,75,176,male,mid,2697.0,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRSD",234,"CAMPBELL'S LO NA SOUPS,CHICK BROTH",10,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD",315,559,"Running (6.6 mph, 9 min/mile)",855.0,1
2022-06-12 22:20:03.210235,23,75,176,male,light,2392.5,"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW",265,"BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD",175,"SALAD DRSNG,BTTRMLK,LITE",202,642,"Cycling (moderate, 12.1-14 mph)",630.0000000000001,0
2022-06-13 22:20:03.210235,23,75,176,male,heavy,3001.5,"CAKE,POUND,COMMLY PREP,OTHER THAN ALL BUTTER,UNENR",389,"CABBAGE,SAVOY,RAW",27,"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,RAW",143,559,Running 5.5 mph (11 min/mile),630.0000000000001,1
2022-06-14 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"PORK,CURED,HAM,EX LN&REG,CND,RSTD",167,"BF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,CH,CKD,GRILLED",191,"BEEF,LOIN,TOP SIRLOIN FILET,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",165,523,Cooking Food,180.0,0
2022-06-15 22:20:03.210235,23,75,176,male,light,2392.5,"USDA COMMODITY,SALSA",36,"VEAL,CUBED FOR STEW (LEG&SHLDR),LN,CKD,BRSD",188,"CAMPBELL'S CHUNKY SOUPS,FAJITA CHICK W/ RICE & BNS SOUP",53,277,Sleeping,90.0,0
2022-06-16 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CAMPBELL'S CHUNKY SOUPS,STEAK 'N' POTATO SOUP",49,"BURBOT,RAW",90,"WENDY'S,JR. HAMBURGER,WO/ CHS",243,382,Running (7.5 mph 8 min/mile),990.0,1
2022-06-17 22:20:03.210235,23,75,176,male,low,2088.0,"SOUP,CHILI BF,CND,PREP W/ EQ VOLUME H2O",57,"TOMATO JUC,CND,WO/SALT",17,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN,UNHTD",103,177,Dancing (general),360.0,1
2022-06-18 22:20:03.210235,23,75,176,male,heavy,3001.5,"SUNSHINE,CHEEZ-IT,BABY SWISS CRACKERS",503,"CHEESE,PARMESAN,GRATED",431,"BEANS,PINTO,MATURE SEEDS,CND,DRND SOL,RINSED IN TAP H2O",117,1051,Circuit Training,630.0000000000001,0
2022-06-19 22:20:03.210235,23,75,176,male,low,2088.0,"CATTAIL,NARROW LEAF SHOOTS (NORTHERN PLAINS INDIANS)",25,"CHICKEN,BROILER,ROTISSERIE,BBQ,WING MEAT & SKN",257,"ICE CREAMS,CHOC,LT,NO SUGAR ADDED",173,455,Swimming (moderate),630.0000000000001,1
2022-06-20 22:20:03.210235,23,75,176,male,mid,2697.0,"WALNUTS,ENGLISH",654,"FIDDLEHEAD FERNS,FRZ,UNPREP",34,"PRETZELS,HARD,PLN,SALTED",380,1068,Walking (3 mph 20 min/mile),270.0,0
2022-06-21 22:20:03.210235,23,75,176,male,light,2392.5,"WAFFLE,PLN,FRZ,RTH,MICROWAVE",298,CAMPBELL'S MICROWAVABLE TURKEY GRAVY,42,"PORK,FRSH,LEG (HAM),RUMP HALF,LN&FAT,CKD,RSTD",209,549,Rowing (50W),270.0,0
2022-06-22 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"SEAL,BEARDED (OOGRUK),MEAT,DRIED (ALASKA NATIVE)",351,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",226,"LAMB,NZ,IMP,FRZ,RIB,LN,RAW",142,719,"Running (6.6 mph, 9 min/mile)",855.0,1
2022-06-23 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,FRIED",192,"BEEF,CHK,UND BL CNTR STK,BNLESS,DEN CUT,LN,0"" FA, SEL, RAW",157,"SALAD DRSNG,MAYO DRSNG,DIET,NO CHOL",390,739,Child Care (standing),270.0,0
2022-06-24 22:20:03.210235,23,75,176,male,light,2392.5,"PEAS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",98,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN,UNHTD",95,"BEEF,RIB EYE STK,BNLES,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,GRLD",207,400,Washing Dishes/Ironing,180.0,0
2022-06-25 22:20:03.210235,23,75,176,male,light,2392.5,"CAKE,POUND,COMMLY PREP,OTHER THAN ALL BUTTER,UNENR",389,"PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,CKD,RSTD",147,"MURRAY,OLD FASHIONED GINGERSNAPS COOKIES",463,999,Carrying Groceries (light),315.00000000000006,0
2022-06-26 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"PREGO PASTA,MINI MEATBALL ITAL SAU,RTS",77,"CEREALS,QUAKER,FARINA,CREAMY WHEAT,ENR,DRY",349,"SHORTENING FRYING (HVY DUTY),BF TALLOW&CTTNSD",900,1326,Laundry Folding/Making Bed,180.0,0
2022-06-27 22:20:03.210235,23,75,176,male,light,2392.5,"BABYFOOD,FRUIT,APPL & RASPBERRY,JR",58,"LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,CKD,RSTD",202,"SESAME SD KRNLS,DRIED (DECORT)",631,891,Standing (very light),180.0,0
2022-06-28 22:20:03.210235,23,75,176,male,low,2088.0,"PACE,ORGANIC PICANTE SAU",25,"DIGIORNO PIZZA,PEPPERONI TOPPING,CHS STUFFED CRUST,FRZ,BKD",279,"CAMPBELL'S CHUNKY SOUPS,HEARTY BEAN 'N' HAM SOUP",74,378,Rowing (100W),540.0,1
2022-06-29 22:20:03.210235,23,75,176,male,low,2088.0,"CAMPBELL'S, SEL SOUP,HARVEST TOMATO W/ BASIL SOUP",41,"SQUASH,WNTR,BUTTERNUT,RAW",45,"SPAGHETTI,CKD,UNENR,W/ SALT",157,243,Sleeping,90.0,0
2022-06-30 22:20:03.210235,23,75,176,male,heavy,3001.5,"V8 SPLASH SMOOTHIES,PEACH MANGO",37,"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW",119,"RESTAURANT,CHINESE,SHRIMP & VEG",78,234,"Running (6.6 mph, 9 min/mile)",855.0,1
2022-07-01 22:20:03.210235,23,75,176,male,low,2088.0,"CHICKEN BREAST TENDERS,CKD,MICROWAVED",252,"CEREALS RTE,KELLOGG'S,RED SUGAR FRSTD FLAKES CRL",379,"SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,CHOC CHIP",420,1051,Child Care (standing),270.0,0
2022-07-02 22:20:03.210235,23,75,176,male,low,2088.0,"CRACKERS,MELBA TOAST,PLN",390,"SESAME BUTTER,TAHINI,KRNLS UNSPEC",592,"BEEF,CURED,CORNED BF,CND",250,1232,Walking (4 mph 15 min/mile),360.0,0
2022-07-03 22:20:03.210235,23,75,176,male,mid,2697.0,"KASHI,CHICK & CHIPOTLE BBQ SAU W/ MANGO,FRZ ENTREE",108,"CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",257,"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,BRLD",171,536,Sexual Activity (active),135.0,0
2022-07-04 22:20:03.210235,23,75,176,male,low,2088.0,"SOUP,BEAN W/ BACON,DRY,MIX,PREP W/ H2O",40,"MILK,BTTRMLK,FLUID,CULTURED,RED FAT",56,"TILEFISH,RAW",96,192,Swimming (moderate),630.0000000000001,1
2022-07-05 22:20:03.210235,23,75,176,male,mid,2697.0,"SEEDS,BREADNUT TREE SEEDS,DRIED",367,"CEREALS RTE,GENERAL MILLS,GOLDEN GRAHAMS",374,"PIZZA HUT 14"" SAUSAGE PIZZA,HAND-TOSSED CRUST",287,1028,Kayaking (leisure),180.0,0
2022-07-06 22:20:03.210235,23,75,176,male,mid,2697.0,"YARDLONG BNS,MATURE SEEDS,CKD,BLD,W/ SALT",118,"BEEF,CARCASS,LN&FAT,SEL,RAW",278,"CATTAIL,NARROW LEAF SHOOTS (NORTHERN PLAINS INDIANS)",25,421,"Cycling (moderate, 12.1-14 mph)",630.0000000000001,1
2022-07-07 22:20:03.210235,23,75,176,male,heavy,3001.5,"SOUP,CHICK VEG,CND,PREP W/ EQ VOLUME H2O",31,"ALMONDS,BLANCHED",590,"FRUIT-FLAVORED DRK,DRY PDR MIX,LO CAL,W/ ASPRT",218,839,"Cycling (light-moderate, 10-12 mph)",450.0,0
2022-07-08 22:20:03.210235,23,75,176,male,low,2088.0,"BEEF,ASTRLN,GRSFD,RND,TOP RND CAP-OFF STEAK/RST,BNLSS,LN,RAW",129,"PORK,FRSH,LOIN,BLADE (ROASTS),BNLESS,LN & FAT,CKD,RSTD",199,"TURKEY,WHL,ENHANCED,MEAT & SKN,RSTD",176,504,Chopping Wood,405.0,0
2022-07-09 22:20:03.210235,23,75,176,male,low,2088.0,"BEANS,NAVY,MATURE SEEDS,CKD,BLD,WO/SALT",140,"SQUASH,WNTR,HUBBARD,BKD,W/ SALT",50,"PECTIN,LIQUID",11,201,Rowing (100W),540.0,1
2022-07-10 22:20:03.210235,23,75,176,male,light,2392.5,"PORK,CURED,HAM,PATTIES,GRILLED",342,"CASSAVA,RAW",160,"PLUMS,DRIED (PRUNES),STWD,WO/ ADDED SUGAR",107,609,Cooking Food,180.0,0
2022-07-11 22:20:03.210235,23,75,176,male,low,2088.0,"LOUIS RICH,TURKEY BOLOGNA",184,"CANDIES, CARAMELS, CHOCOLATE-FLAVOR ROLL",387,"KELLOGG'S,EGGO,WAFFLES,BTTRMLK",278,849,"Running (6 mph, 10 min/mile)",720.0,0
2022-07-12 22:20:03.210235,23,75,176,male,light,2392.5,"PEANUTS,ALL TYPES,DRY-ROASTED,WO/SALT",585,"CROISSANTS,BUTTER",406,"POTATOES,AU GRATIN,DRY MIX,UNPREP",314,1305,Playing with Kids (standing),225.0,0
2022-07-13 22:20:03.210235,23,75,176,male,very_heavy,3306.0,POI,112,"BEEF,CHK,UND BL CNTR STK,BNLESS,DEN CUT,LN,0"" FA, SEL, RAW",157,"RICE FLOUR,WHITE",366,635,Golf (walking + bag),405.0,0
2022-07-14 22:20:03.210235,23,75,176,male,heavy,3001.5,"GROUND TURKEY,85% LN,15% FAT,PAN-BROILED CRUMBLES",258,"USDA COMMODITY,SALMON NUGGETS,BREADED,FRZ,HTD",212,"LAMB,DOM,LEG,SHANK HALF,LN,1/4""FAT,CHOIC,CKD,RSTD",180,650,"Calisthenics (push-ups, etc.)",360.0,0
2022-07-15 22:20:03.210235,23,75,176,male,low,2088.0,"LAMB,DOM,LEG,SHANK HALF,LN,1/4""FAT,CHOIC,CKD,RSTD",180,"CAMPBELL'S RED & WHITE,SOUPER SHAPES S",63,"GINGER,GROUND",335,578,"Mowing Lawn (walking, power)",360.0,0
2022-07-16 22:20:03.210235,23,75,176,male,heavy,3001.5,"PIE,LEMON MERINGUE,PREP FROM RECIPE",285,"BEEF,CURED,BRKFST STRIPS,RAW OR UNHTD",406,"PEACHES,DEHYD (LOW-MOISTURE),SULFURED,STWD",133,824,Rowing (200W),945.0,1
2022-07-17 22:20:03.210235,23,75,176,male,mid,2697.0,"FISH,SALMON,KING,CHINOOK,SMOKED,BRINED (ALASKA NATIVE)",430,"POTATO CHIPS,MADE FROM DRIED POTATOES,LT",502,"SEAL,BEARDED (OOGRUK),MEAT,PART DRIED (ALASKA NATIVE)",270,1202,Carrying Groceries (light),315.00000000000006,0
2022-07-18 22:20:03.210235,23,75,176,male,low,2088.0,"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,CKD,BRSD",471,"PILLSBURY,TRADITIONAL FUDGE BROWNIE MIX,DRY",441,"THURINGER,CERVELAT,SMMR SAUSAGE,BF,PORK",362,1274,Child Care (sitting),225.0,0
2022-07-19 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"PEANUT BUTTER,SMOOTH,VIT & MINERAL FORT",591,"OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SAREN TUBE)",341,"GAME MEAT,BISON,RIBEYE,LN,1"" STEAK,CKD,BRLD",177,1109,"Cycling (light, <10 mph)",540.0,0
2022-07-20 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"LAMB,DOM,SHLDR,ARM,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",279,"SALSIFY,CKD,BLD,DRND,W/SALT",68,"CROAKER,ATLANTIC,RAW",104,451,Child Care (standing),270.0,0
2022-07-21 22:20:03.210235,23,75,176,male,low,2088.0,"PACE,PICANTE SAU",25,"MOTHBEANS,MATURE SEEDS,RAW",343,"SILK COFFEE,SOYMILK",62,430,Running (7.5 mph 8 min/mile),990.0,1
2022-07-22 22:20:03.210235,23,75,176,male,light,2392.5,"CAMPBELL'S CHUNKY SOUPS,ROADHOUSE - BF BEAN CHILI",95,"CRANBERRY SAU,CND,SWTND",151,"SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 6.25)",164,410,"Cycling (light-moderate, 10-12 mph)",450.0,1
2022-07-23 22:20:03.210235,23,75,176,male,heavy,3001.5,"KELLOGG'S,POP-TARTS,FRSTD WILD GRAPE TOASTER PASTRIES",390,"KEEBLER,100 CAL RIGHT BITES,CHIPS DELUXE,CHOC CHIP COOKIES",452,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,STWD",201,1043,Kayaking (leisure),180.0,0
2022-07-24 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"FIDDLEHEAD FERNS,FRZ,UNPREP",34,"CEREALS,CORN GRITS,WHITE,REG & QUICK,UNENR,DRY",371,"CAKE,PNAPPL UPSIDE-DOWN,PREP FROM RECIPE",319,724,"Cycling (stationary, 250W)",990.0,1
2022-07-25 22:20:03.210235,23,75,176,male,light,2392.5,"BEEF,CHUCK,CLOD RST,LN,0"" FAT,CHOIC,CKD,RSTD",171,"MARGARINE,MARGARINE-LIKE VEG OIL SPRD,67-70% FAT,TUB",606,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,RSTD",197,974,Child Care (standing),270.0,0
2022-07-26 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CEREALS RTE,GENERAL MILLS,FIBER ONE,RAISIN BRAN CLUSTERS",312,"WHALE,BOWHEAD,SKN & SUBCUTANEOUS FATMUKTUK(ALASKA NATIVE)",465,"FENNEL,BULB,RAW",31,808,"Mowing Lawn (walking, power)",360.0,0
2022-07-27 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"SPORTS DRK,PEPSICO QUAKER GATORADE,ORIGINAL,FRUIT-FLAVD,RTD",26,"CHILI WITH BEANS,CANNED",112,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,CKD,BRSD",298,436,Trimming (manual),315.00000000000006,0
2022-07-28 22:20:03.210235,23,75,176,male,light,2392.5,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/8""FAT,CHOIC,RAW",244,"PACE,THICK & CHUNKY SALSA",25,"LAMB,AUS,IMP,FRSH,LOIN,LN,1/8""FAT,RAW",146,415,"Sexual Activity (kissing, hugs)",90.0,0
2022-07-29 22:20:03.210235,23,75,176,male,very_heavy,3306.0,KRAFT VELVEETA PAST PROCESS CHS SPRD,303,"SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,WO/SALT",30,"SUNSHINE,CHEEZ-IT,SNACK MIX,WHITE CHEDDAR",473,806,Walking (3 mph 20 min/mile),270.0,0
2022-07-30 22:20:03.210235,23,75,176,male,mid,2697.0,"MOTHER'S,VANILLA SNDWCH COOKIES",469,"BABYFOOD,MEAT,VEAL,STR",81,"TORTILLA CHIPS,TACO-FLAVOR",480,1030,Stretching/Yoga,270.0,0
2022-07-31 22:20:03.210235,23,75,176,male,light,2392.5,"RHUBARB,RAW",21,"SWEETENERS,TABLETOP,FRUCTOSE,DRY,PDR",368,"FAST FOODS,POTATO,BKD&TOPPED W/SOUR CRM&CHIVES",130,519,"Walking (3.5 mph, 17 min/mile)",315.00000000000006,0
2022-08-01 22:20:03.210235,23,75,176,male,heavy,3001.5,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD",267,"OHELOBERRIES,RAW",28,"CORN W/RED&GRN PEPPERS,CND,SOL&LIQUIDS",75,370,"Cycling (stationary, 250W)",990.0,1
2022-08-02 22:20:03.210235,23,75,176,male,heavy,3001.5,"V8 SPLASH,DIET TROPICAL BLEND",4,"ARROWHEAD,CKD,BLD,DRND,W/SALT",78,"BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW",99,181,Weeding/Gardening,315.00000000000006,1
2022-08-03 22:20:03.210235,23,75,176,male,mid,2697.0,"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED",401,"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0"",SEL,CKD,BRSD",288,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN,UNHTD",103,792,Weight Training (hard),450.0,0
2022-08-04 22:20:03.210235,23,75,176,male,light,2392.5,"CANDIES,MARS SNACKFOOD US,3 MUSKETEERS BAR",436,"WHEAT,HARD RED SPRING",329,"TOMATO&VEG JUC,LO NA",22,787,Child Care (standing),270.0,0
2022-08-05 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"SYRUPS,MALT",318,"INF FORM,ME JOHNS,ENFAMIL,LIPIL,LO IRON,PDR,W/ ARA & DHA",511,"CAKE,YEL,DRY MIX,PUDDING-TYPE",423,1252,Sweeping,225.0,0
2022-08-06 22:20:03.210235,23,75,176,male,low,2088.0,"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN&FAT,RAW",166,"SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN,HARVEST CHEDDAR",491,"LAMB,AUS,IMP,FRSH,LEG,SHANK HALF,LN,1/8""FAT,RAW",133,790,"Cycling (stationary, 150W)",540.0,0
2022-08-07 22:20:03.210235,23,75,176,male,light,2392.5,"SALMON,PINK,CKD,DRY HEAT",153,"KEEBLER,SANDIES,PECAN SHORTBREAD COOKIES,BITE SIZE",547,"CEREALS,CRM OF WHEAT,MIX'N EAT,APPL,BANANA&MAPLE FLAV,PREP",88,788,"Calisthenics (push-ups, etc.)",360.0,0
2022-08-08 22:20:03.210235,23,75,176,male,light,2392.5,"CAMPBELL'S SEL MCRWVABLE BOWLS,MEX STYLE CHICK TORTILLA SOUP",52,"FORMULATED,WHEAT-BASED,ALL FLAVORS XCPT MACADAMIA,WO/SALT",647,"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,UNPREP",88,787,"Running (6 mph, 10 min/mile)",720.0,0
2022-08-09 22:20:03.210235,23,75,176,male,mid,2697.0,"OIL,COOKING & SALAD,ENOVA,80% DIGLYCERIDES",884,"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&BACON",151,"MCKEE BAKING,LITTL DEBBI NUT BAR,WAFER W/PNUT BUTE,CHOC COVE",548,1583,"Calisthenics (push-ups, etc.)",360.0,0
2022-08-10 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"MURRAY,SUGAR FREE,FUDGE DIPPED MINT COOKIES",481,"CHESTNUTS,EUROPEAN,RSTD",245,"BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED",195,921,Chopping Wood,405.0,0
2022-08-11 22:20:03.210235,23,75,176,male,mid,2697.0,CAMPBELL'S GOLDEN PORK GRAVY,76,"SUPPER BAKES MEAL,CHEESY CHICK W/ PASTA (CHICK NOT INCLUDED)",198,"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; W/ CONDMNT & VEG",235,509,Rowing (50W),270.0,0
2022-08-12 22:20:03.210235,23,75,176,male,heavy,3001.5,"MOTHBEANS,MATURE SEEDS,RAW",343,"FAST FOODS,BURRITO,W/BNS,CHS,&CHILI PEPPERS",197,"CAMPBELL'S SOUP AT HAND,CREAMY TOMATO SOUP",62,602,"Running (10 mph, 6 min/mile)",1260.0000000000002,1
2022-08-13 22:20:03.210235,23,75,176,male,light,2392.5,"WHISKEY SOUR MIX,BTLD",87,"BASS,STRIPED,CKD,DRY HEAT",124,"ARCHWAY Home Style Cookies, Iced Oatmeal",435,646,Dancing (general),360.0,0
2022-08-14 22:20:03.210235,23,75,176,male,light,2392.5,"QUAIL,MEAT AND SKIN,RAW",192,"CANDIES,MR. GOODBAR CHOC BAR",538,"FRUIT PUNCH DRK,FRZ CONC,PREP W/H2O",46,776,Kayaking (leisure),180.0,0
2022-08-15 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"SUPPER BAKES MEAL KITS,CREAMY STROGANOFF SAU W/ PASTA",147,"BEEF,AUSTRALIAN,WAGYU,EXTERNAL FAT,MRBL SCR 4/5,RAW",596,"KASHI,TLC,TSTD ASIAGO CRACKERS",420,1163,"Running (8.6 mph, 7 min/mile)",1080.0,0
2022-08-16 22:20:03.210235,23,75,176,male,low,2088.0,"RESTAURANT,LATINO,TAMALE,CORN",186,"CAMPBELL'S SEL SOUP,BF W/ RSTD BARLEY SOUP",54,"PASTA W/ TOMATO SAU,NO MEAT,CND",70,310,Washing Car,315.00000000000006,1
2022-08-17 22:20:03.210235,23,75,176,male,mid,2697.0,"SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D",28,"MCDONALD'S,BIG 'N TASTY W/ CHS (WITHOUT MAYONNAISE)",201,"BEEF,CHUCK,UNDER BLADE CNTR STEAK,BNLESS,DENVER CUT,LN,0"" FA",220,449,Rowing (100W),540.0,1
2022-08-18 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"EGG SUB,LIQ OR FRZ,FAT FREE",48,"WINGED BNS,IMMAT SEEDS,RAW",49,"PACE,SPICY JALAPENO REFRIED BNS",63,160,Walking (3 mph 20 min/mile),270.0,1
2022-08-19 22:20:03.210235,23,75,176,male,mid,2697.0,"CEREALS RTE,GENERAL MILLS,CHEERIOS,CHOC",379,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,SEL,CKD,BRLD",285,"PERSIMMONS,JAPANESE,RAW",70,734,Kayaking (leisure),180.0,0
2022-08-20 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"POTATOES,SCALLPD,HOME-PREPARED W/BUTTER",88,"CARBONATED BEV,TONIC H2O",34,"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",166,288,Sweeping,225.0,0
2022-08-21 22:20:03.210235,23,75,176,male,low,2088.0,"CELERIAC,RAW",42,"COOKIES,BROWNIES,PREP FROM RECIPE",466,"CEREALS RTE,MALT-O-MEAL,CORN BURSTS",394,902,Sleeping,90.0,0
2022-08-22 22:20:03.210235,23,75,176,male,heavy,3001.5,"BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",188,"BREAD STUFFING,CORNBREAD,DRY MIX,PREP",179,"BEEF,RND,EYE OF RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",162,529,Dancing (general),360.0,0
2022-08-23 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLE",202,"LEMONS,RAW,WITHOUT PEEL",29,"RICE,WHITE,SHORT-GRAIN,CKD",130,361,Bathing/Dressing,180.0,0
2022-08-24 22:20:03.210235,23,75,176,male,heavy,3001.5,"CHICKEN,MEATLESS,BREADED,FRIED",234,"CANDIES,CARAMELLO CANDY BAR",462,"CASHEW BUTTER,PLN,WO/SALT",587,1283,Stretching/Yoga,270.0,0
2022-08-25 22:20:03.210235,23,75,176,male,heavy,3001.5,"MORNINGSTAR FARMS CHIK'N NUGGETS,FRZ,UNPREP",221,"MILK,CND,EVAP,W/ VIT A",134,"CHEESE,PAST PROCESS,CHEDDAR OR AMERICAN,FAT-FREE",148,503,House Cleaning,270.0,0
2022-08-26 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BAMBOO SHOOTS,CKD,BLD,DRND,WO/SALT",12,"GAME MEAT,ELK,RAW",111,"PRETZELS,HARD,CONFECTIONER'S COATING,CHOCOLATE-FLAVOR",458,581,"Cycling (stationary, 150W)",540.0,0
2022-08-27 22:20:03.210235,23,75,176,male,low,2088.0,"CEREALS RTE,KELLOGG,KELLOGG'S CORN POPS",389,"SPINACH,CND,REG PK,SOL&LIQUIDS",19,"BEEF,BRISKET,FLAT HALF,LN,0"" FAT,SEL,CKD,BRSD",198,606,Chopping Wood,405.0,0
2022-08-28 22:20:03.210235,23,75,176,male,low,2088.0,"RADISHES,ORIENTAL,CKD,BLD,DRND,WO/SALT",17,"PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW",186,"PANCAKES,SPL DIETARY,DRY MIX",349,552,Trimming (manual),315.00000000000006,0
2022-08-29 22:20:03.210235,23,75,176,male,heavy,3001.5,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT & SKN,RAW",237,"DESSERTS,RENNIN,CHOC,DRY MIX",363,"PACE,TEQUILA LIME SALSA",47,647,"Running (10 mph, 6 min/mile)",1260.0000000000002,1
2022-08-30 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,W/SALT",115,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT,BKD",299,"SOY FLOUR,DEFATTED",330,744,Sitting Activities (very light),135.0,0
2022-08-31 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"PIE CRUST,COOKIE-TYPE,CHOC,READY CRUST",484,"MILK,DRY,WHL,W/ ADDED VITAMIN D",496,"CHIVES,RAW",30,1010,"Cycling (stationary, 50W)",225.0,0
2022-09-01 22:20:03.210235,23,75,176,male,mid,2697.0,"MUSH,BLUE CORN W/ ASH (NAVAJO)",54,"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,PDR,NOTRECN",502,"BEEF,RND,EYE OF RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",162,718,"Running (5 mph, 12 min/mile)",540.0,0
2022-09-02 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"EMU,FULL RUMP,CKD,BRLD",168,"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD",81,"BEANS,WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",139,388,Sitting Activities (very light),135.0,0
